time,high,low,open,volumefrom,volumeto,close
2018-01-02 07:00,13414.77,13246.95,13342.11,2100.24,28140750.33,13413.43
2018-01-02 08:00,13515.0,13405.53,13413.43,2785.73,37646238.62,13443.05
2018-01-02 09:00,13600.6,13438.84,13443.05,3527.23,48004076.99,13561.37
2018-01-02 10:00,13715.86,13554.82,13561.37,3053.97,41995570.86,13690.81
2018-01-02 11:00,13694.71,13509.31,13690.81,2388.46,32705397.37,13595.97
2018-01-02 12:00,13672.14,13574.51,13595.97,2644.26,36221818.07,13625.4
2018-01-02 13:00,13998.71,13619.87,13624.42,6635.42,92404007.88,13976.16
2018-01-02 14:00,13988.41,13792.16,13971.3,4376.15,61220209.33,13837.4
2018-01-02 15:00,13876.82,13642.54,13837.4,4167.49,57566733.57,13753.62
2018-01-02 16:00,13914.07,13700.72,13754.43,4148.05,57645016.83,13701.12
2018-01-02 17:00,13921.71,13700.79,13701.12,5379.1,74615597.48,13899.27
2018-01-02 18:00,14789.64,13897.45,13897.71,18856.03,273197519.43,14616.61
2018-01-02 19:00,15306.13,14602.83,14616.61,17704.12,266704475.19,14843.99
2018-01-02 20:00,15243.07,14846.33,14846.33,9793.59,148539012.05,14859.02
2018-01-02 21:00,15019.75,14731.25,14859.02,5610.72,83829473.6,14812.22
2018-01-02 22:00,15046.91,14812.22,14812.22,5128.26,76897199.73,14845.68
2018-01-02 23:00,14915.61,14681.29,14845.26,5175.79,76665930.13,14754.13
2018-01-03 00:00,14974.08,14735.08,14754.09,4389.08,65421479.54,14844.24
2018-01-03 01:00,14893.95,14771.28,14844.24,3348.57,49997112.18,14869.16
2018-01-03 02:00,15111.3,14794.47,14869.16,5331.38,79977531.88,15069.29
2018-01-03 03:00,15254.69,14869.33,15069.29,5610.95,85091391.46,14894.76
2018-01-03 04:00,15189.14,14887.76,14891.64,3646.24,55156753.29,15117.03
2018-01-03 05:00,15176.39,15048.18,15116.63,2701.65,41085756.54,15104.72
2018-01-03 06:00,15412.33,15067.6,15112.63,4622.55,70856007.87,15400.78
2018-01-03 07:00,15435.01,15269.69,15402.05,3970.48,61386371.22,15307.61
2018-01-03 08:00,15315.81,15113.2,15307.49,4008.28,61243186.97,15134.56
2018-01-03 09:00,15161.56,14836.57,15134.97,5631.98,84614980.07,14851.03
2018-01-03 10:00,14918.1,14579.71,14852.33,6225.08,92176515.74,14719.76
2018-01-03 11:00,14897.95,14704.82,14717.85,3583.56,53562244.18,14888.31
2018-01-03 12:00,14912.21,14594.9,14888.31,3248.61,48342288.97,14636.5
2018-01-03 13:00,14981.58,14620.19,14637.33,3380.47,50382787.38,14950.71
2018-01-03 14:00,15079.56,14896.12,14950.63,5098.5,76790886.93,14902.62
2018-01-03 15:00,15102.33,14902.62,14902.62,4182.04,63192241.07,15101.47
2018-01-03 16:00,15234.18,15079.24,15101.27,4791.69,72967910.54,15127.79
2018-01-03 17:00,15131.35,14902.25,15127.79,4573.28,69116536.7,14915.21
2018-01-03 18:00,14944.02,14790.93,14915.21,5514.5,82394525.45,14795.44
2018-01-03 19:00,14917.0,14771.4,14795.44,4818.06,71905197.7,14771.41
2018-01-03 20:00,15005.26,14753.89,14770.48,4711.65,70339695.94,14995.85
2018-01-03 21:00,15077.7,14931.06,14996.24,4362.43,65752972.37,15061.61
2018-01-03 22:00,15065.62,14872.05,15061.61,3622.65,54617567.42,14872.05
2018-01-03 23:00,15157.26,14865.58,14872.11,5172.12,77871838.4,15156.62
2018-01-04 00:00,15176.62,15041.39,15156.49,5177.1,78886390.13,15120.13
2018-01-04 01:00,15364.45,14993.3,15120.13,8459.66,129075629.13,15357.39
2018-01-04 02:00,15408.66,15219.14,15357.39,5757.97,88626792.76,15248.3
2018-01-04 03:00,15262.41,15109.56,15248.3,3761.5,57570229.42,15110.35
2018-01-04 04:00,15107.04,14888.62,15106.22,4527.34,68199064.08,14947.89
2018-01-04 05:00,14987.04,14876.79,14947.89,2475.64,37196112.03,14919.69
2018-01-04 06:00,15079.23,14904.44,14919.69,4075.93,61576234.75,14921.49
2018-01-04 07:00,14932.81,14822.02,14920.8,3545.27,53020919.7,14846.98
2018-01-04 08:00,14885.01,14359.89,14846.98,7746.87,113327192.86,14363.85
2018-01-04 09:00,14496.47,14244.67,14359.26,3506.54,50499614.43,14463.15
2018-01-04 10:00,14632.57,14455.41,14464.95,4086.51,59642845.36,14467.41
2018-01-04 11:00,14582.44,14320.05,14467.41,4146.64,60464908.73,14571.32
2018-01-04 12:00,14601.17,14265.11,14571.32,5993.72,87248095.17,14419.24
2018-01-04 13:00,14636.21,14411.28,14419.24,4466.49,65469906.98,14585.73
2018-01-04 14:00,14692.01,14519.53,14586.1,4793.24,70387771.87,14623.89
2018-01-04 15:00,14670.67,14513.16,14625.57,6037.56,88524908.04,14547.96
2018-01-04 16:00,14545.42,14460.42,14541.79,1080.52,15735469.42,14462.76
2018-01-04 17:00,14462.76,14462.76,14462.76,0.1471,2330.26,14462.76
2018-01-04 18:00,14930.08,14462.76,14462.76,5032.48,74959871.87,14808.66
2018-01-04 19:00,15039.2,14781.07,14808.51,7054.44,105622263.65,14997.3
2018-01-04 20:00,15098.31,14864.92,14998.53,7322.48,110645259.5,14879.51
2018-01-04 21:00,15046.18,14853.64,14879.51,4338.17,65310899.5,14935.52
2018-01-04 22:00,15092.96,14857.06,14935.13,3507.43,52776625.56,15059.3
2018-01-04 23:00,15201.71,14996.43,15058.93,4075.18,61945401.42,15180.08
2018-01-05 00:00,15195.08,14967.56,15180.08,3247.57,49284898.62,15049.0
2018-01-05 01:00,15109.0,15033.05,15054.66,3053.2,46371684.02,15078.37
2018-01-05 02:00,15208.23,15072.69,15078.51,4676.71,71356997.02,15120.2
2018-01-05 03:00,15133.77,14957.61,15120.2,3617.6,54864223.17,14969.81
2018-01-05 04:00,15041.02,14832.36,14969.81,4311.55,64886485.08,14958.67
2018-01-05 05:00,15074.55,14888.08,14958.67,3540.43,53339558.69,15060.57
2018-01-05 06:00,15068.41,14953.4,15060.78,3158.77,47874967.09,14983.22
2018-01-05 07:00,14984.33,14876.8,14983.22,2824.69,42642546.06,14962.13
2018-01-05 08:00,15495.4,14955.82,14962.13,6551.59,100163792.91,15491.71
2018-01-05 09:00,16051.58,15490.63,15492.7,16467.64,261889775.47,15880.14
2018-01-05 10:00,16207.52,15855.56,15880.14,8549.74,138027738.74,16073.04
2018-01-05 11:00,16158.84,15887.91,16070.41,6364.84,102912197.06,16090.66
2018-01-05 12:00,16103.61,15791.53,16089.53,4374.7,70176043.56,15900.58
2018-01-05 13:00,16069.15,15884.36,15899.14,4121.34,66278360.12,16034.74
2018-01-05 14:00,16131.5,15893.5,16034.47,4579.18,73795202.78,16073.58
2018-01-05 15:00,16087.58,15969.23,16073.74,4268.09,68733392.44,16064.74
2018-01-05 16:00,16401.43,16062.86,16065.7,8532.88,139678964.25,16319.03
2018-01-05 17:00,16619.03,16281.35,16319.03,11402.88,188616628.45,16415.35
2018-01-05 18:00,16571.75,16358.58,16415.35,5800.09,96153365.47,16431.48
2018-01-05 19:00,16518.71,16242.69,16431.48,5404.63,88960484.11,16470.6
2018-01-05 20:00,16611.22,16346.37,16471.77,5336.7,88230555.65,16611.22
2018-01-05 21:00,16937.97,16608.09,16610.67,8415.68,141937449.81,16787.12
2018-01-05 22:00,17037.15,16753.12,16784.75,6071.17,103274952.26,16989.88
2018-01-05 23:00,17126.95,16869.94,16989.88,7289.33,124549560.4,16954.78
2018-01-06 00:00,16956.01,16672.11,16954.76,5969.4,100725341.0,16933.94
2018-01-06 01:00,17055.06,16903.7,16934.09,4057.56,69490290.83,17046.48
2018-01-06 02:00,17093.73,16600.18,17048.77,4681.93,79408474.03,16601.05
2018-01-06 03:00,16792.48,16563.02,16601.15,3330.78,55890824.16,16596.21
2018-01-06 04:00,16679.85,16451.6,16592.08,4457.82,74081110.98,16591.98
2018-01-06 05:00,16736.7,16473.61,16585.85,3560.1,59422711.66,16670.17
2018-01-06 06:00,16703.01,16595.34,16669.4,2455.08,41067241.67,16611.74
2018-01-06 07:00,16615.18,16411.0,16611.74,3329.24,55270300.72,16535.21
2018-01-06 08:00,16615.68,16440.18,16535.7,2531.66,42291884.38,16456.48
2018-01-06 09:00,16563.27,16376.62,16456.89,3268.04,54346983.32,16402.74
2018-01-06 10:00,16727.34,16393.26,16402.74,2961.22,49573832.09,16723.0
2018-01-06 11:00,16737.9,16539.65,16723.0,2922.57,48911271.11,16558.23
2018-01-06 12:00,16602.53,16311.11,16558.23,3198.93,52875103.68,16332.99
2018-01-06 13:00,16424.54,16286.57,16335.26,3564.37,58658590.04,16313.14
2018-01-06 14:00,16554.72,16305.93,16313.14,2914.37,48246937.38,16512.58
2018-01-06 15:00,16686.87,16483.06,16514.47,2939.1,49217715.2,16631.51
2018-01-06 16:00,16972.68,16587.9,16631.51,4196.55,70814285.29,16906.87
2018-01-06 17:00,16940.54,16798.27,16908.42,2965.01,50361006.42,16925.66
2018-01-06 18:00,17015.35,16750.71,16924.0,3885.71,66019263.01,16820.37
2018-01-06 19:00,16869.44,16710.45,16820.37,2201.22,37138368.34,16763.09
2018-01-06 20:00,16916.82,16739.17,16763.09,2137.42,36214953.47,16890.52
2018-01-06 21:00,16906.8,16788.42,16890.88,2167.85,36763676.69,16875.1
2018-01-06 22:00,17252.85,16874.73,16875.72,7431.9,127598609.11,17105.36
2018-01-06 23:00,17214.31,17098.64,17106.69,2801.96,48345598.39,17172.3
2018-01-07 00:00,17184.81,16996.68,17174.5,3848.37,65836577.35,17030.32
2018-01-07 01:00,17064.95,16906.35,17029.57,3297.61,56253655.87,17036.17
2018-01-07 02:00,17038.15,16824.3,17035.79,3006.92,51148947.12,16833.51
2018-01-07 03:00,16854.83,16676.31,16833.51,3019.46,50814904.61,16764.86
2018-01-07 04:00,16796.79,16575.75,16764.86,3332.9,55773787.11,16649.61
2018-01-07 05:00,16827.5,16631.19,16651.13,3192.63,53577527.36,16634.11
2018-01-07 06:00,16679.15,16454.22,16634.8,3453.63,57501730.25,16468.49
2018-01-07 07:00,16782.49,16461.94,16468.41,2660.69,44517964.66,16777.03
2018-01-07 08:00,16915.68,16764.84,16777.03,2190.33,37168539.7,16809.82
2018-01-07 09:00,16842.61,16678.11,16809.82,1894.43,32010273.83,16692.8
2018-01-07 10:00,16798.48,16679.16,16693.3,2016.64,34122979.91,16772.44
2018-01-07 11:00,16821.25,16672.34,16773.71,2062.63,34810890.71,16672.87
2018-01-07 12:00,16681.11,16508.39,16672.87,3246.47,54196942.62,16525.68
2018-01-07 13:00,16568.7,16408.06,16525.68,3828.43,63332689.18,16475.46
2018-01-07 14:00,16635.17,16447.56,16476.11,2139.52,35744060.58,16604.51
2018-01-07 15:00,16621.08,16507.57,16604.37,1925.88,32089145.07,16518.05
2018-01-07 16:00,16524.27,16124.93,16518.05,6591.54,107782898.78,16175.36
2018-01-07 17:00,16272.5,15804.54,16175.76,7364.84,118799513.1,15931.22
2018-01-07 18:00,16153.06,15791.13,15920.23,6360.4,102096260.06,16130.15
2018-01-07 19:00,16250.04,16117.78,16130.67,3079.79,50154071.0,16160.54
2018-01-07 20:00,16208.42,16020.17,16161.18,2653.17,42942482.34,16204.15
2018-01-07 21:00,16348.17,16198.02,16201.6,2553.31,41851977.23,16242.59
2018-01-07 22:00,16509.87,16222.93,16242.59,2767.35,45657271.84,16461.75
2018-01-07 23:00,16464.21,16207.19,16464.07,2519.83,41354566.99,16228.16
2018-01-08 00:00,16302.92,15995.49,16228.26,4134.68,67081849.33,15996.08
2018-01-08 01:00,16040.03,15783.6,15994.93,5345.89,85321746.44,15942.23
2018-01-08 02:00,16114.84,15843.75,15942.46,4632.37,74095832.54,15973.37
2018-01-08 03:00,15975.81,15583.31,15973.37,6208.25,98031578.19,15670.45
2018-01-08 04:00,15855.4,15612.64,15670.06,3389.83,53663831.3,15710.68
2018-01-08 05:00,15972.63,15587.42,15712.06,4250.44,67585107.39,15898.13
2018-01-08 06:00,15949.42,15800.6,15898.13,2499.36,39850785.31,15857.27
2018-01-08 07:00,15976.99,15853.13,15856.74,2757.27,44180557.4,15923.83
2018-01-08 08:00,15930.05,15424.01,15923.83,4445.58,69905340.92,15513.93
2018-01-08 09:00,15618.51,15213.09,15513.93,7411.46,114538664.57,15223.55
2018-01-08 10:00,15418.02,15194.36,15220.43,4833.6,74456077.41,15374.82
2018-01-08 11:00,15530.95,15373.53,15374.07,3111.97,48488867.56,15528.13
2018-01-08 12:00,15568.94,15322.62,15527.98,3186.3,49459643.36,15429.92
2018-01-08 13:00,15498.81,14693.11,15429.92,12225.76,183383693.52,14880.51
2018-01-08 14:00,14899.7,14368.19,14880.51,13968.57,205423806.6,14435.19
2018-01-08 15:00,14774.25,13902.31,14435.4,11775.57,170075609.15,14507.63
2018-01-08 16:00,14981.38,14500.57,14509.47,8971.38,133114401.08,14882.15
2018-01-08 17:00,14934.45,14527.15,14882.15,6929.72,102828915.48,14844.3
2018-01-08 18:00,15135.15,14768.69,14844.3,6125.57,92298698.81,14972.33
2018-01-08 19:00,15166.52,14967.6,14972.33,4764.49,72194414.45,15140.5
2018-01-08 20:00,15182.69,14646.73,15140.07,6882.57,102996390.79,14984.2
2018-01-08 21:00,15042.95,14907.47,14984.02,3291.61,49619354.24,14936.83
2018-01-08 22:00,14949.69,14643.22,14936.83,6085.09,90256400.82,14681.48
2018-01-08 23:00,15005.67,14550.19,14677.73,5227.27,77525437.78,14976.17
2018-01-09 00:00,15245.66,14929.89,14976.17,3822.19,57895691.69,15237.69
2018-01-09 01:00,15324.71,15051.3,15235.18,4428.19,67749256.07,15283.91
2018-01-09 02:00,15303.46,15205.9,15286.03,3166.78,48708099.2,15264.6
2018-01-09 03:00,15376.21,15240.14,15264.55,3538.68,54527576.51,15276.6
2018-01-09 04:00,15390.28,15267.44,15276.6,2188.81,33827580.49,15377.39
2018-01-09 05:00,15381.45,14927.47,15377.39,5544.9,84204929.14,15060.98
2018-01-09 06:00,15126.41,14836.52,15060.87,4205.52,63579462.5,14997.3
2018-01-09 07:00,15227.51,14974.73,14990.45,2473.1,37699569.31,15174.49
2018-01-09 08:00,15307.67,15143.05,15174.73,2676.36,41007601.72,15202.05
2018-01-09 09:00,15203.35,14902.38,15202.05,3448.49,52514021.59,14903.9
2018-01-09 10:00,14916.05,14488.77,14904.03,6841.32,101298575.15,14640.84
2018-01-09 11:00,14862.75,14604.28,14644.99,2094.14,31089423.26,14828.42
2018-01-09 12:00,14905.32,14598.06,14821.33,1862.05,27622218.77,14784.8
2018-01-09 13:00,14790.48,14221.55,14784.8,5462.09,79350352.14,14228.39
2018-01-09 14:00,14606.43,14227.93,14228.39,6932.26,100296230.36,14579.55
2018-01-09 15:00,14775.05,14579.08,14579.08,6102.23,89935343.17,14719.81
2018-01-09 16:00,14999.14,14646.19,14719.38,4308.23,64373688.03,14987.98
2018-01-09 17:00,14993.77,14836.67,14988.03,3758.54,56358836.6,14985.89
2018-01-09 18:00,15034.39,14821.61,14984.42,3578.73,53754386.73,14828.05
2018-01-09 19:00,14866.02,14740.0,14826.3,3959.27,58809562.87,14766.7
2018-01-09 20:00,14832.76,14670.74,14766.7,3370.87,49937813.87,14787.79
2018-01-09 21:00,14816.2,14555.39,14788.27,3503.31,51775208.44,14560.19
2018-01-09 22:00,14628.68,14383.11,14560.19,4756.74,69462990.16,14453.24
2018-01-09 23:00,14477.18,14249.54,14452.83,7708.95,111041361.43,14468.5
2018-01-10 00:00,14517.98,13964.87,14468.09,9350.97,132736663.57,14120.44
2018-01-10 01:00,14342.05,14097.24,14120.01,5371.42,76717895.76,14192.79
2018-01-10 02:00,14327.54,14180.02,14192.79,3359.98,48068819.74,14311.66
2018-01-10 03:00,14382.6,14130.52,14312.08,4648.52,66581536.77,14146.16
2018-01-10 04:00,14408.32,14090.48,14147.44,5123.34,73372748.41,14377.76
2018-01-10 05:00,14373.16,14101.67,14373.16,4858.93,69280370.12,14204.56
2018-01-10 06:00,14348.43,14151.12,14206.9,3752.23,53804288.64,14288.08
2018-01-10 07:00,14301.95,14086.66,14288.08,4568.26,65227327.09,14139.68
2018-01-10 08:00,14141.17,13450.54,14139.68,14422.58,198613572.74,13487.9
2018-01-10 09:00,13886.53,13463.26,13487.73,7695.28,105925488.33,13799.23
2018-01-10 10:00,13926.57,13737.53,13799.22,4497.61,62572815.45,13848.66
2018-01-10 11:00,14104.18,13797.43,13848.51,5250.94,73726669.2,14055.14
2018-01-10 12:00,14093.43,13911.93,14055.53,4374.66,61523689.21,13913.57
2018-01-10 13:00,14095.97,13870.91,13913.57,5226.39,73311543.36,13890.32
2018-01-10 14:00,13923.26,13614.12,13889.93,5597.73,77352727.66,13774.17
2018-01-10 15:00,14513.67,13769.16,13774.17,14234.3,202752844.9,14418.4
2018-01-10 16:00,14665.06,14418.4,14418.4,9439.38,137962653.3,14493.96
2018-01-10 17:00,14590.04,14345.5,14493.96,4471.5,64915078.69,14581.02
2018-01-10 18:00,14712.07,14453.04,14581.02,4808.07,70674264.58,14541.3
2018-01-10 19:00,14565.11,14299.81,14540.46,4141.72,60006274.22,14383.87
2018-01-10 20:00,14535.27,14285.88,14383.87,2959.56,42832561.04,14487.52
2018-01-10 21:00,14638.26,14448.24,14487.52,3606.14,52712932.93,14523.93
2018-01-10 22:00,14547.63,14314.35,14525.18,4642.96,67398684.92,14521.51
2018-01-10 23:00,14919.49,14480.21,14522.36,5902.35,87027376.04,14919.49
2018-01-11 00:00,14979.96,14637.3,14920.36,5637.34,83913396.19,14679.84
2018-01-11 01:00,14741.01,14489.05,14679.84,3737.09,54829953.76,14520.1
2018-01-11 02:00,14585.94,14229.09,14520.1,4131.55,59973508.41,14281.42
2018-01-11 03:00,14296.37,13139.35,14281.01,18578.15,254778799.0,13308.18
2018-01-11 04:00,13617.78,12825.95,13308.18,24013.03,316606762.64,13333.79
2018-01-11 05:00,13675.32,13095.46,13337.63,12666.81,170654049.29,13158.02
2018-01-11 06:00,13583.48,13154.37,13154.37,6950.64,93798862.47,13380.0
2018-01-11 07:00,13672.55,13207.8,13379.79,6900.06,93830275.64,13611.69
2018-01-11 08:00,13875.85,13613.05,13614.08,5888.61,81706680.85,13781.89
2018-01-11 09:00,13803.82,13459.84,13781.89,3624.29,49836403.93,13562.63
2018-01-11 10:00,13638.25,13307.72,13562.63,4234.05,57436673.3,13320.08
2018-01-11 11:00,13509.3,13194.1,13320.08,6537.87,88138873.28,13502.58
2018-01-11 12:00,13913.3,13486.8,13502.58,5785.25,79987507.23,13852.69
2018-01-11 13:00,13933.02,13651.8,13852.69,4385.15,60851940.16,13755.77
2018-01-11 14:00,13958.14,13640.98,13757.1,6809.13,94270890.48,13946.23
2018-01-11 15:00,14254.62,13921.99,13948.5,8710.69,123483724.45,13997.59
2018-01-11 16:00,14174.08,13924.4,13997.17,4064.98,57522505.91,13931.71
2018-01-11 17:00,13935.79,13664.11,13931.71,5020.54,69768185.27,13665.06
2018-01-11 18:00,13893.4,13657.32,13665.06,3803.23,53033874.71,13754.01
2018-01-11 19:00,13849.39,13279.87,13754.01,7312.7,99547029.53,13423.96
2018-01-11 20:00,13576.31,13196.88,13423.96,6085.61,82268730.39,13484.55
2018-01-11 21:00,13498.97,13223.49,13484.65,4554.74,61466868.01,13496.57
2018-01-11 22:00,13538.4,13014.93,13496.5,7055.5,93623120.15,13132.47
2018-01-11 23:00,13358.31,12929.94,13129.07,6965.7,92172960.79,13308.06
2018-01-12 00:00,13308.06,12851.91,13308.06,7620.7,100014046.51,13103.32
2018-01-12 01:00,13461.76,13055.77,13103.22,6220.76,83096982.39,13449.5
2018-01-12 02:00,13584.02,13353.92,13449.5,4473.93,60657621.33,13488.53
2018-01-12 03:00,13730.47,13395.8,13488.74,4372.17,59650223.06,13670.96
2018-01-12 04:00,13732.37,13519.99,13668.44,3564.02,48937168.08,13732.37
2018-01-12 05:00,13798.59,13453.02,13732.37,5502.13,75303681.85,13623.29
2018-01-12 06:00,13808.06,13614.75,13623.29,4049.91,55907066.22,13761.89
2018-01-12 07:00,13817.65,13640.93,13762.01,3249.5,45027234.68,13671.35
2018-01-12 08:00,13678.32,13551.5,13670.93,3109.56,42581343.37,13612.02
2018-01-12 09:00,13618.75,13387.04,13612.02,3680.34,49995691.35,13550.04
2018-01-12 10:00,14015.24,13553.1,13553.83,5289.67,73890228.44,13987.87
2018-01-12 11:00,14129.08,13955.77,13988.48,6373.91,89791067.04,13997.3
2018-01-12 12:00,14096.33,13871.92,13997.36,4400.72,61923824.14,14072.1
2018-01-12 13:00,14085.8,13850.72,14072.1,3659.14,51564589.34,13891.39
2018-01-12 14:00,13983.05,13769.48,13888.04,3594.12,50173524.29,13937.11
2018-01-12 15:00,13965.77,13637.81,13937.11,6065.7,84061806.39,13650.52
2018-01-12 16:00,13749.04,13443.21,13651.76,4511.78,61657546.43,13582.55
2018-01-12 17:00,13716.11,13506.76,13582.55,3257.33,44652024.74,13624.99
2018-01-12 18:00,13657.02,13480.04,13624.55,3006.02,40985727.33,13526.47
2018-01-12 19:00,13843.75,13509.04,13526.86,3689.65,50789721.12,13797.22
2018-01-12 19:00,13843.75,13509.04,13526.86,3689.65,50789721.12,13797.22
2018-01-12 20:00,13991.56,13742.91,13797.22,3908.85,54554631.47,13934.63
2018-01-12 21:00,13935.38,13764.17,13934.63,2829.59,39227783.39,13768.36
2018-01-12 22:00,13775.41,13621.43,13768.36,2907.2,40019582.6,13673.07
2018-01-12 23:00,13891.31,13643.56,13666.14,2731.92,37839047.82,13841.19
2018-01-13 00:00,14216.65,13830.28,13841.19,6025.83,84831688.31,14188.86
2018-01-13 01:00,14302.65,14111.07,14188.86,4713.96,67312621.63,14188.57
2018-01-13 02:00,14216.2,14127.68,14188.57,2704.33,38554722.2,14169.13
2018-01-13 03:00,14189.83,14001.91,14169.12,3000.21,42382844.16,14188.78
2018-01-13 04:00,14202.37,14096.2,14187.64,2577.83,36593925.66,14142.72
2018-01-13 05:00,14307.98,14141.36,14141.36,2890.77,41344381.87,14245.7
2018-01-13 06:00,14249.0,14123.04,14245.3,2490.49,35472676.18,14232.1
2018-01-13 07:00,14432.24,14191.46,14232.1,3287.87,47412652.69,14400.19
2018-01-13 08:00,14399.47,14268.27,14399.01,2648.99,38172065.58,14279.76
2018-01-13 09:00,14294.64,14138.21,14278.97,2681.68,38293166.93,14258.33
2018-01-13 10:00,14305.96,14202.39,14256.24,2103.56,30187877.13,14270.43
2018-01-13 11:00,14307.26,14192.79,14270.54,1926.04,27582116.57,14302.46
2018-01-13 12:00,14468.49,14276.39,14302.2,2978.91,43106372.73,14399.74
2018-01-13 13:00,14581.89,14399.39,14399.74,4245.55,61897681.09,14548.21
2018-01-13 14:00,14595.04,14335.47,14548.21,4267.35,61768879.48,14432.38
2018-01-13 15:00,14445.46,14210.58,14432.38,3855.98,55450077.76,14301.29
2018-01-13 16:00,14422.18,14301.29,14301.29,2791.27,40319174.04,14315.16
2018-01-13 17:00,14363.51,14262.01,14315.97,2649.41,38063761.39,14351.63
2018-01-13 18:00,14332.22,14020.07,14295.77,51926.5,741273700.1,14275.44
2018-01-13 19:00,14351.75,14064.09,14317.86,3335.94,47593988.11,14137.91
2018-01-13 20:00,14254.24,14137.06,14137.91,1939.12,27683661.66,14218.93
2018-01-13 21:00,14294.82,14097.51,14218.93,2149.14,30610786.46,14222.5
2018-01-13 22:00,14377.81,14214.47,14222.5,1862.9,26743766.27,14372.27
2018-01-13 23:00,14379.88,14212.56,14372.5,1801.91,25796889.94,14243.12
2018-01-14 00:00,14338.38,14206.95,14244.12,2033.75,29110359.87,14297.74
2018-01-14 01:00,14415.67,14272.07,14297.82,2057.4,29652753.84,14357.72
2018-01-14 02:00,14390.51,14233.65,14357.72,1743.01,25013712.19,14271.54
2018-01-14 03:00,14274.34,14231.15,14271.69,1052.53,15099455.87,14265.04
2018-01-14 04:00,14297.54,13832.24,14267.19,4801.29,67445170.85,13913.1
2018-01-14 05:00,13971.34,13627.18,13913.1,5513.99,76092226.07,13841.27
2018-01-14 06:00,13940.96,13801.51,13840.81,2315.3,32324472.06,13888.31
2018-01-14 07:00,13916.27,13732.11,13888.31,2025.62,28192180.87,13781.7
2018-01-14 08:00,13848.07,13673.37,13781.7,2104.44,29143391.22,13704.72
2018-01-14 09:00,13708.54,13419.44,13704.72,5318.72,72198928.28,13601.02
2018-01-14 10:00,13676.0,13542.43,13601.02,2221.76,30469557.02,13584.45
2018-01-14 11:00,13633.82,13470.72,13584.45,2965.69,40389267.94,13550.27
2018-01-14 12:00,13553.29,13261.03,13550.27,5208.11,69898188.85,13279.54
2018-01-14 13:00,13646.28,13263.88,13279.54,4113.47,55606504.4,13596.04
2018-01-14 14:00,13602.57,13476.58,13596.04,2386.16,32474201.01,13552.92
2018-01-14 15:00,13555.3,13031.91,13552.92,9115.89,120587367.7,13201.85
2018-01-14 16:00,13368.43,13077.2,13201.85,4708.38,62665205.75,13340.78
2018-01-14 17:00,13540.5,13260.91,13341.21,3507.38,47243261.86,13502.34
2018-01-14 18:00,13628.88,13489.8,13503.01,3582.22,48803846.86,13533.32
2018-01-14 19:00,13585.65,13362.61,13533.31,2471.66,33453841.96,13368.42
