time,Binance,Bitfinex,Coinbase,Bitflyer,Bittrex,Kraken,BitMEX
2018-10-25,805992620.3607146,233639865.2507143,79603297.265,24485088.378571432,41728659.779285714,72556917.0385714,735287679.7435716
2018-10-26,775354311.7828573,225768271.45857143,77714516.99000001,24128272.29000001,40685708.48142857,71193383.8985714,707799101.984286
2018-10-27,763881954.1985716,224615637.4414286,76398841.09,23906839.240714293,40982892.766428575,70865466.94285712,693635068.462143
2018-10-28,754757257.3042859,219110657.73785716,74855489.7757143,23441678.683571436,40730858.84357143,70647508.81714283,659969893.9614288
2018-10-29,675672567.5178573,152511551.9328572,62892830.559285715,20193889.481428582,37190152.24071429,54217544.891428545,582515354.6300002
2018-10-30,651067221.8642857,146172412.41785717,59065466.53642858,19034503.179285724,36642578.376428574,53226057.40714283,545082019.0335716
2018-10-31,622082089.41,145569122.8207143,55784739.0457143,18815624.03857144,35872530.32428572,53284122.89642855,544998570.5100002
2018-11-01,593763090.8307142,137251193.38928574,52572636.14857143,18305096.11357144,34780581.30928572,51498895.47785713,513292893.4814288
2018-11-02,586839081.6907142,136698503.65928572,52735552.59142858,17961974.607857157,34912114.79000001,51977082.93285713,512034834.52928597
2018-11-03,571171528.5592855,140006509.72714287,51536292.78571428,17681952.18000001,34833687.99071429,51828048.902142845,507868595.0078574
2018-11-04,584360357.5114284,155675881.80714288,56839162.50285714,18085109.987857156,35863637.32142858,55915338.187857136,520971596.6714288
2018-11-05,571741108.6935712,161889749.055,58678236.97214285,18043774.887142867,34934013.73928572,57647721.49499999,521306557.9235717
2018-11-06,584116818.7449998,173828757.3657143,63144768.5042857,17806840.720714297,35483854.598571435,61548837.89642856,534638560.2535718
2018-11-07,596237844.4314283,183771129.71357146,66069627.8142857,18657512.144285727,34914267.96500001,65335526.38642856,546292311.3428575
2018-11-08,615331048.7935714,193809190.56,68517374.01714285,18869287.855000015,35341154.073571436,67823191.98142856,563539065.2250004
2018-11-09,627388779.4557142,200155644.19285718,69837462.54857142,18646684.273571443,35415071.84642859,69403969.91357142,580556054.4071434
2018-11-10,620484059.8999999,200681630.71357146,70563455.67285714,18857740.371428587,34956664.36714287,69462738.78071429,587630768.7128576
2018-11-11,610738790.0292856,206038271.37500003,71562206.87999998,18946621.956428587,35185104.13857145,69684498.77571428,603677361.5050006
2018-11-12,605418048.9199998,202237519.76928574,70051592.96857141,16962828.74357144,35207797.43428574,67885973.85857143,593275040.0257149
2018-11-13,615831691.7021427,212618007.61642858,72329683.07714285,17391476.148571443,35972739.00357145,69001699.57,620430905.9900006
2018-11-14,652473844.7492856,275594581.88357145,93797450.755,21298199.04142859,40569615.636428595,89761933.94785714,744724880.643572
2018-11-15,695931407.6107141,316574701.0714286,106355153.9442857,26104283.527142875,43350482.452857174,104020681.82071428,885263348.1757149
2018-11-16,704638490.060714,323171710.69214284,108767392.55499998,28378351.55285716,43717841.68000003,108588499.17071429,942084191.4857149
2018-11-17,711326350.0992854,321996628.48571426,109612309.57285713,29112213.73000002,43948017.565000035,110968731.80142857,970922892.3078578
2018-11-18,695911998.040714,311600319.4564285,105126874.3192857,29054664.001428585,42738559.96857146,109874907.32785714,977873812.808572
2018-11-19,732955231.3014284,354393504.54285705,122149221.97642855,35474859.707142875,46010559.70285718,128882989.605,1126269177.1014292
2018-11-20,781821451.5285712,412208925.79428566,148727444.025,42212632.73857144,48930015.722857185,151056660.28357145,1295320281.2550008
2018-11-21,789768298.2842855,424854642.0507142,157313523.77714282,45818823.10285715,48706257.082857184,157464353.1121429,1396494971.1042864
2018-11-22,770426914.9271429,424316151.39142853,158392802.32928568,48156509.21214286,47641264.45642861,159961003.31857148,1435389787.560001
2018-11-23,775552857.8335714,433884227.1235714,164030889.82571426,50716223.53857143,47926828.487142906,166568311.56500003,1502708694.8642867
2018-11-24,794516928.3757143,455823464.8221428,171381353.90785712,52974696.60928572,48826093.692142904,176623172.98928574,1568042376.4700012
2018-11-25,845228618.7907143,493454857.6464285,187805691.4692857,56680129.794285715,51239989.02142862,194303655.14071432,1686248757.1728585
2018-11-26,888204711.2214286,513979805.12714285,198727824.99928567,59347560.43642857,52632210.42714291,205637353.91428572,1788393798.5300012
2018-11-27,902538027.0564287,520138537.99714285,203262120.86714283,61997588.73785715,53204005.29071433,209492203.76571432,1845661122.5935726
2018-11-28,907826635.7435715,481826373.82000005,195674534.1878571,62370081.692857146,51238945.27857148,201530974.37214285,1809495379.9878583
2018-11-29,899856237.6557144,459117597.07857144,190281833.4614285,61624085.81857143,50857034.33357148,195976748.87285712,1762922918.899287
2018-11-30,906925487.5257145,464323779.7357143,192250265.8028571,63766756.92285715,50962735.805714324,198112761.22571424,1778415169.5650012
2018-12-01,908227895.234286,472066536.78214294,194334485.58999994,65673853.27928572,51169798.787142895,200143615.2128571,1807156011.9950013
2018-12-02,901825188.9107145,473262111.68500006,195891010.10642853,67955844.0257143,51290686.70857148,200455721.60142854,1836702718.6985726
2018-12-03,849606132.852143,435456034.41785717,181083704.20428565,63758395.345000006,47883955.36857147,185454161.13571426,1735793859.1428585
2018-12-04,774458371.0007144,371687251.61500007,152855021.39142853,58987038.660000004,42962649.576428615,161996244.97071427,1603862174.5371442
2018-12-05,747027351.0671431,356793257.8121429,144148802.13071424,54803853.91785713,42234912.362857185,156115571.16928568,1528381069.6035728
2018-12-06,760666916.2464286,368436269.0335714,148602874.84499997,50915103.038571425,43950174.38357147,162181329.9407142,1528382978.8200014
2018-12-07,774200901.2507143,377104011.1842857,153548081.5678571,48146351.648571424,45429849.12357147,166743974.67357138,1507560589.3607156
2018-12-08,763742139.5550001,367736857.73214287,150090236.27428564,47262206.379999995,45089388.8121429,162892558.7835714,1493057498.4964297
2018-12-09,714119481.4421428,333478572.95428574,136460359.6478571,45187025.82928572,42350059.49285718,149222008.13999993,1411555214.592144
2018-12-10,657063244.1885716,310513073.40142864,126383989.78571424,42299676.13928572,39749359.1171429,138935137.1814285,1336632570.5078583
2018-12-11,621891070.25,297021606.2300001,120466047.98428567,40024302.580000006,38698202.59357148,134086300.44571422,1279915630.4078584
2018-12-12,562697566.2192857,272486335.09357154,106559524.85142852,36307120.96142858,35237926.072857186,122047648.75642851,1211953203.7192872
2018-12-13,523667909.6278572,258021744.51214296,101241082.51071422,32736332.356428582,32932010.365000043,118294969.87428567,1154511820.8400013
2018-12-14,497880517.9442858,246038337.1200001,97964425.03857137,29210558.301428583,32177432.030000042,115053244.38285708,1107062401.4000013
2018-12-15,483727243.6064286,237685734.97000006,96282029.85285708,27255020.81285715,31413360.3521429,112537079.90428567,1077467460.272144
2018-12-16,475525981.6057143,234805630.86642864,94983772.50071421,24840002.75785715,30837468.050000045,110629565.8878571,1050387153.0192871
2018-12-17,495260835.78000003,238576990.2242858,97405681.63857137,25028526.583571438,31024874.98285719,113956531.18285711,1057740368.4421442
2018-12-18,515909530.58571434,240496417.9007144,99173037.65999995,24215579.102857154,31403680.5971429,116378795.47499998,1069942666.052144
2018-12-19,565233813.9714286,254271302.88785726,107762297.7178571,27301652.47214287,33981595.05071433,126072340.46214284,1128442678.4985726
2018-12-20,623832343.8678572,264725358.86857155,116768734.65857138,34426002.545714304,36234233.798571475,130952522.14071427,1175353704.0650012
2018-12-21,655266724.8800001,256443429.0764287,116779428.3721428,38118190.14214288,36731814.16857148,128220170.04857142,1200405900.62643
2018-12-22,670142169.109286,250068963.44428587,116599067.2578571,38168864.89500002,37026119.13214291,128111835.37571427,1205022882.7764301
2018-12-23,694399041.3292859,254843610.812143,119602602.98499997,38441641.710000016,38293272.25142862,129518195.77999997,1205476415.013573
2018-12-24,757570668.7285717,277626097.6364287,130429606.32285711,40704385.88642859,41465869.728571475,140324874.02714282,1217792472.7007158
2018-12-25,795162914.4964287,286530037.22500014,134578030.99999997,42527005.91071429,42463012.149285756,146068813.53142855,1239205874.8185728
2018-12-26,822969416.1364287,291142004.77642876,137125372.1635714,43063848.12428572,43435805.35428576,148468888.83642852,1247871521.0478585
2018-12-27,840366647.1471431,298036906.1557144,140021175.87142855,43568744.056428574,44095353.08785719,148894422.07571426,1250211551.7600014
2018-12-28,866445829.5371431,309986982.66928583,145920100.24785712,44154999.79785715,45225318.13357147,152969474.70428568,1254601906.9971442
2018-12-29,888839291.9250003,318837974.14785725,149088860.50999996,44588660.67928572,46016038.02285719,156813583.61214283,1257841818.6464298
2018-12-30,892880300.6314288,317717022.51714295,150465951.83714285,45572071.91285715,46490154.73500005,158808576.30214283,1255357053.292144
2018-12-31,875112413.7514288,306715181.07428586,146963919.36714283,43895944.80428572,45788144.131428614,152839096.71428567,1206325660.0771441
2019-01-01,843954113.4378575,299188467.95857155,144639523.4121428,42287845.23857144,44434084.48928576,148877676.81071424,1148966481.7164297
2019-01-02,801004285.5157146,284774285.4642858,136696802.43142852,39486947.20642858,41527259.71571433,140388288.64999995,1061567744.0878582
2019-01-03,730118581.0228575,254191595.5328572,122213954.66928567,33516067.63357144,37132597.13428576,127899325.59857139,964166575.5078583
2019-01-04,676862997.4850004,241579976.21857148,113176239.55857138,30177333.343571436,33940938.06500005,121273121.79071423,883685424.7935725
2019-01-05,662876626.9650003,240638568.82785723,112449325.0228571,29140284.81142858,33074646.73285719,118905317.07785709,838564483.7200011
2019-01-06,655012846.0207146,241945902.13428578,111351098.9585714,28358956.069285724,32321416.936428614,119692049.03928566,817829279.960001
2019-01-07,604612129.8085717,215824285.9250001,101404155.4835714,26734868.723571442,29360119.163571473,109190496.58999994,774913763.1285725
2019-01-08,592134211.4692861,210504059.30071434,100117677.16642854,24672705.38357144,28359327.153571468,106456131.67999995,750081559.2300012
2019-01-09,586364862.5728575,209343022.77214292,98387331.8678571,23446601.15785715,27854476.06500004,104746962.02285708,722973613.5250012
2019-01-10,618596152.6671431,217997589.7428572,102215070.59214282,23876575.730000008,29383150.592857182,109927773.03357138,715321481.562144
2019-01-11,609597845.4607146,203931297.8864286,97622154.2628571,22842434.480000008,28049095.725714326,106765441.02571423,697466205.432144
2019-01-12,596148278.7185717,192543097.60714287,93708822.59071423,21873734.42642858,27173100.790714327,102162035.15999995,670482289.367144
2019-01-13,603179482.8085717,192517924.4892857,93053223.33999994,20834754.257142868,27052438.325000044,102210084.5271428,653589672.7050011
2019-01-14,621381619.4707146,192837682.73071426,92994122.38571425,20248878.6957143,26887247.211428612,104905455.20999993,655441885.717144
2019-01-15,641507686.9028574,191500496.8257143,92909901.0978571,20424324.044285726,27158303.660000045,106468995.79071423,654020634.1778582
2019-01-16,638219728.2071431,183703760.44214287,89869875.19785711,19528245.871428587,26875689.937857185,103978340.57285707,645860612.7685726
2019-01-17,645166773.729286,182778508.0878572,88340119.85214283,19690993.427142877,27042638.00142861,103908754.17714278,646671880.5878582
2019-01-18,639370001.3185717,173287255.1771429,84546113.13357139,18791568.086428586,26875270.957142897,100801848.0564285,635742502.320001
2019-01-19,633578867.162143,170376069.12214288,81668201.4871428,18644873.2857143,26909385.17500004,99284443.07928564,633358781.8707154
